movie_name,release_date,production_budget_usd,domestic_gross_usd,worldwide_gross_usd,domestic_box_office_usd,international_box_office_usd,worldwide_box_office_usd,opening_weekend_usd,legs,infl_adj_dom_bo_usd,mpaa_rating,running_time_minutes,source,genre,production_method,creative_type,domestic_share_percentage,release_year,release_month,release_quarter,opening_theaters,max_theaters,avg_weeks_per_theater,is_franchise,profit_worldwide,profit_domestic,roi_worldwide,roi_domestic,log_domestic_box_office,log_worldwide_box_office,log_budget,log_opening_weekend,log_opening_theaters,log_max_theaters,imdb_id,imdb_rating,imdb_votes
Ghost World,2001-07-20,5500000,6217849,8761608,6217849.0,2543759.0,8761608.0,98791.0,13.59,11838628.0,R,112.0,Based on Comic/Graphic Novel,Black Comedy,Live Action,Contemporary Fiction,71.0,2001.0,7.0,3.0,5.0,128.0,11.0,0,3261608.0,717849.0,1.5930196363636364,1.130518,15.642934745797476,15.985890121845326,15.520258832020865,11.500771908797658,1.791759469228055,4.859812404361672,tt0162346,7.3,"131,043"
Iris,2001-12-14,5500000,5580479,5692941,5580479.0,112462.0,5692941.0,23144.0,9.61,10357952.0,R,91.0,Based on Factual Book/Article,Drama,Live Action,Dramatization,98.0,2001.0,12.0,4.0,2.0,220.0,7.9,0,192941.0,80479.0,1.0350801818181818,1.0146325454545455,15.534785352163231,15.554737719931207,15.520258832020865,10.04953405346537,1.0986122886681098,5.3981627015177525,tt0280778,7.0,"19,285"
Les Choristes,2004-11-26,5500000,3629758,83525626,3629758.0,79895868.0,83525626.0,40027.0,28.48,6203006.0,PG-13,96.0,Based on Movie,Drama,Live Action,Historical Fiction,4.3,2004.0,11.0,4.0,21.0,59.0,12.4,0,78025626.0,-1870242.0,15.186477454545454,0.659956,15.104676812852468,18.24066405291343,15.520258832020865,10.597334488210349,3.091042453358316,4.0943445622221,tt1754108,8.4,534
Wonderland,2003-10-03,5500000,1060512,1128468,1060512.0,67956.0,1128468.0,91798.0,6.47,1895900.0,R,104.0,Based on Real Life Events,Drama,Live Action,Dramatization,94.0,2003.0,10.0,4.0,5.0,195.0,3.2,0,-4371532.0,-4439488.0,0.205176,0.1928203636363636,13.874263311280435,13.936372404769374,15.520258832020865,11.427356683303062,1.791759469228055,5.278114659230517,tt0335563,6.5,"23,777"
De battre mon coeur s'est arrêté,2005-06-24,5500000,1023424,8589831,1023424.0,7566407.0,8589831.0,65365.0,9.68,1721135.0,Not Rated,107.0,Original Screenplay,Drama,Live Action,Contemporary Fiction,11.9,2005.0,6.0,2.0,5.0,37.0,9.6,0,3089831.0,-4476576.0,1.5617874545454546,0.1860770909090909,13.83866540343076,15.96608973614404,15.520258832020865,11.087757524586197,1.791759469228055,3.6375861597263857,,,
Haevnen,2011-04-01,5500000,1008098,15867314,1008098.0,14859216.0,15867314.0,33058.0,13.63,1370397.0,R,113.0,Original Screenplay,Drama,Live Action,Contemporary Fiction,6.4,2011.0,4.0,2.0,4.0,51.0,10.0,0,10367314.0,-4491902.0,2.8849661818181818,0.1832905454545454,13.823576937076458,16.579771891043276,15.520258832020865,10.406049122883656,1.6094379124341005,3.951243718581427,,,
Le Havre,2011-10-21,5500000,611709,13480196,611709.0,12868487.0,13480196.0,26363.0,15.61,830254.0,Not Rated,93.0,Original Screenplay,Drama,Live Action,Contemporary Fiction,4.5,2011.0,10.0,4.0,6.0,25.0,8.4,0,7980196.0,-4888291.0,2.450944727272727,0.1112198181818181,13.32401359297998,16.41673227758497,15.520258832020865,10.17975472217261,1.9459101490553132,3.258096538021482,tt1508675,7.2,"24,311"
El Clan,2015-08-13,5500000,201227,22125102,201227.0,21923875.0,22125102.0,12519.0,3.83,250775.0,R,108.0,Based on Real Life Events,Drama,Live Action,Dramatization,0.9,2015.0,8.0,3.0,3.0,19.0,3.1,0,16625102.0,-5298773.0,4.022745818181818,0.0365867272727272,12.21219387253511,16.912223404214664,15.520258832020865,9.43508264465409,1.3862943611198906,2.995732273553991,,,
Portrait de la jeune fille en feu,2019-08-16,5400000,3759854,11802771,3759854.0,8042917.0,11802771.0,67344.0,5.02,4415165.0,R,119.0,Original Screenplay,Drama,Live Action,Historical Fiction,31.9,2019.0,8.0,3.0,2.0,334.0,3.3,0,6402771.0,-1640146.0,2.1856983333333333,0.6962692592592593,15.139890950792688,16.28384497710186,15.501909696719672,11.117583940032915,1.0986122886681098,5.814130531825066,,,
Irreversible,2003-01-31,5400000,792200,8133256,792200.0,7341056.0,8133256.0,60086.0,7.11,1416233.0,Not Rated,97.0,Original Screenplay,Drama,Live Action,Contemporary Fiction,9.7,2003.0,1.0,1.0,7.0,35.0,5.7,0,2733256.0,-4607800.0,1.5061585185185185,0.1467037037037037,13.582570426476655,15.911472016305376,15.501909696719672,11.003548790969342,2.0794415416798357,3.58351893845611,,,
Não Pare na Pista: A Melhor História de Paulo C…,2015-03-13,5400000,8808,735324,8808.0,726516.0,735324.0,5295.0,1.66,11254.0,Not Rated,112.0,Based on Real Life Events,Drama,Live Action,Dramatization,1.2,2015.0,3.0,1.0,5.0,5.0,1.2,0,-4664676.0,-5391192.0,0.1361711111111111,0.0016311111111111,9.083529205109796,13.508067857334336,15.501909696719672,8.574707097616844,1.791759469228055,1.791759469228055,,,
47 Meters Down,2017-05-26,5300000,44307193,62633705,44307193.0,18326512.0,62633705.0,11205562.0,3.95,53247659.0,PG-13,89.0,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,70.7,2017.0,5.0,2.0,2270.0,2471.0,5.0,1,57333705.0,39007193.0,11.817680188679246,8.359847735849057,17.60665761460761,17.952814125671274,15.483217567201578,16.231920909381053,7.7279755421055585,7.812782818577581,tt2932536,5.6,"64,846"
Rang De Basanti,2006-01-27,5300000,2197694,29197694,2197694.0,27000000.0,29197694.0,701666.0,3.13,3616960.0,Not Rated,107.0,Original Screenplay,Drama,Live Action,Contemporary Fiction,7.5,2006.0,1.0,1.0,61.0,66.0,6.4,0,23897694.0,-3102306.0,5.508998867924528,0.4146592452830188,14.602919641805922,17.18960032576655,15.483217567201578,13.46121421148978,4.127134385045092,4.204692619390966,tt0405508,8.1,"123,635"
Hodejegerne,2012-03-08,5250000,1200010,20184208,1200010.0,18984198.0,20184208.0,43013.0,9.62,1625139.0,R,100.0,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,5.9,2012.0,3.0,1.0,4.0,60.0,7.1,0,14934208.0,-4049990.0,3.844611047619048,0.2285733333333333,13.997841281382884,16.820411123985846,15.47373882504398,10.669280923080928,1.6094379124341005,4.110873864173311,,,
The Ten,2007-08-03,5250000,769726,786677,769726.0,16951.0,786677.0,121374.0,6.34,1206045.0,R,107.0,Original Screenplay,Comedy,Live Action,Contemporary Fiction,97.8,2007.0,8.0,3.0,25.0,47.0,6.4,0,-4463323.0,-4480274.0,0.149843238095238,0.1466144761904761,13.553791185509224,13.575574295009568,15.47373882504398,11.706640205593626,3.258096538021482,3.871201010907891,tt0811106,4.9,"17,317"
Saint Ralph,2005-08-05,5200000,795126,1695126,795126.0,900000.0,1695126.0,140881.0,5.64,1337194.0,PG-13,107.0,Original Screenplay,Comedy,Live Action,Historical Fiction,46.9,2005.0,8.0,3.0,61.0,61.0,4.0,0,-3504874.0,-4404874.0,0.3259857692307692,0.1529088461538461,13.58625712930572,14.343268222243545,15.46416937585933,11.855677939548592,4.127134385045092,4.127134385045092,,,
Dum Maaro Dum,2011-04-22,5200000,564489,11633427,564489.0,11068938.0,11633427.0,327523.0,1.72,767353.0,R,130.0,Original Screenplay,Drama,Live Action,Contemporary Fiction,4.9,2011.0,4.0,2.0,101.0,101.0,2.6,0,6433427.0,-4635511.0,2.2371975,0.1085555769230769,13.243677947623096,16.269393236007254,15.46416937585933,12.699316613815164,4.624972813284271,4.624972813284271,tt1618430,6.2,"4,210"
